,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,x,y,label,target,right,bottom
0,0,1,1,0,0,0,0,0,0,1653,2328,-1,,0.125,0.5,,,1653,2328
1,1,2,1,1,0,0,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
2,2,3,1,1,1,0,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
3,3,4,1,1,1,1,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
4,4,5,1,1,1,1,1,144,2179,30,54,95,EP,0.024047186932849365,0.947594501718213,number,EP,174,2233
5,5,5,1,1,1,1,2,144,2142,31,21,96,3,0.02412280701754386,0.9246134020618557,number,3,175,2163
6,6,5,1,1,1,1,3,144,2061,31,65,94,401,0.02412280701754386,0.8992697594501718,number,401,175,2126
7,7,5,1,1,1,1,4,144,1967,31,72,88,824,0.02412280701754386,0.8603951890034365,number,824,175,2039
8,8,5,1,1,1,1,5,144,1905,30,50,88,A1,0.024047186932849365,0.8290378006872853,number,A1,174,1955
9,9,2,1,2,0,0,0,429,170,71,41,-1,,0.07025105868118572,0.0818298969072165,,,500,211
10,10,3,1,2,1,0,0,429,170,71,41,-1,,0.07025105868118572,0.0818298969072165,,,500,211
11,11,4,1,2,1,1,0,429,170,71,11,-1,,0.07025105868118572,0.07538659793814433,,,500,181
12,12,5,1,2,1,1,1,429,170,71,11,96,Patentamt,0.07025105868118572,0.07538659793814433,,,500,181
13,13,4,1,2,1,2,0,429,196,63,15,-1,,0.06964609800362977,0.08741408934707903,,,492,211
14,14,5,1,2,1,2,1,429,196,63,15,95,European,0.06964609800362977,0.08741408934707903,,,492,211
15,15,2,1,3,0,0,0,429,212,89,12,-1,,0.07161222020568662,0.0936426116838488,,,518,224
16,16,3,1,3,1,0,0,429,212,89,12,-1,,0.07161222020568662,0.0936426116838488,,,518,224
17,17,4,1,3,1,1,0,429,212,89,12,-1,,0.07161222020568662,0.0936426116838488,,,518,224
18,18,5,1,3,1,1,1,429,213,43,11,97,Patent,0.06813369630973987,0.0938573883161512,,,472,224
19,19,5,1,3,1,1,2,478,212,40,12,96,Office,0.07531760435571688,0.0936426116838488,,,518,224
20,20,2,1,4,0,0,0,225,239,1235,209,-1,,0.12741984271022383,0.14755154639175258,,,1460,448
21,21,3,1,4,1,0,0,225,239,1235,209,-1,,0.12741984271022383,0.14755154639175258,,,1460,448
22,22,4,1,4,1,1,0,429,239,1031,44,-1,,0.14284633998790078,0.11211340206185567,,,1460,283
23,23,5,1,4,1,1,1,429,239,109,28,43,sic,0.07312462189957653,0.10867697594501718,,,538,267
24,24,5,1,4,1,1,2,1002,256,44,27,53,(1),0.15486993345432548,0.11576460481099657,,,1046,283
25,25,5,1,4,1,1,3,1146,245,52,32,45,EP,0.17725347852389595,0.11211340206185567,,,1198,277
26,26,5,1,4,1,1,4,1214,245,98,32,68,3.401,0.191016333938294,0.11211340206185567,,,1312,277
27,27,5,1,4,1,1,5,1332,245,68,32,68,824,0.20659407138535996,0.11211340206185567,,,1400,277
28,28,5,1,4,1,1,6,1413,245,47,32,82,At,0.21725650332728372,0.11211340206185567,,,1460,277
29,29,4,1,4,1,2,0,225,319,889,31,-1,,0.10125529340592862,0.14368556701030927,,,1114,350
30,30,5,1,4,1,2,1,225,324,45,26,96,(12),0.037431941923774956,0.14475945017182132,,,270,350
31,31,5,1,4,1,2,2,577,319,156,26,95,EUROPEAN,0.09906231094978826,0.14261168384879724,,,733,345
32,32,5,1,4,1,2,3,735,320,135,24,95,PATENT,0.12137023593466424,0.14261168384879724,,,870,344
33,33,5,1,4,1,2,4,873,319,241,26,96,APPLICATION,0.1502571082879613,0.14261168384879724,,,1114,345
34,34,4,1,4,1,3,0,225,395,763,26,-1,,0.09172716273442226,0.17525773195876287,,,988,421
35,35,5,1,4,1,3,1,225,395,45,26,95,(43),0.037431941923774956,0.17525773195876287,,,270,421
36,36,5,1,4,1,3,2,286,397,48,18,95,Date,0.04688445251058681,0.17439862542955326,,,334,415
37,37,5,1,4,1,3,3,342,397,20,18,96,of,0.05323653962492438,0.17439862542955326,,,362,415
38,38,5,1,4,1,3,4,370,397,117,23,96,publication:,0.0648064125831821,0.17547250859106528,,,487,420
39,39,5,1,4,1,3,5,862,395,44,26,78,(61),0.1336963097398669,0.17525773195876287,,,906,421
40,40,5,1,4,1,3,6,923,397,25,18,91,Int,0.1414851784633999,0.17439862542955326,,,948,415
41,41,5,1,4,1,3,7,955,397,33,18,73,CL:,0.14692982456140352,0.17439862542955326,,,988,415
42,42,4,1,4,1,4,0,287,425,832,23,-1,,0.10632183908045977,0.1875,,,1119,448
43,43,5,1,4,1,4,1,287,430,116,18,96,14.11.2018,0.052177858439201454,0.18857388316151202,publication_date,14.11.2018,403,448
