,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,x,y,label,target,right,bottom
0,0,1,1,0,0,0,0,0,0,1653,2328,-1,,0.125,0.5,,,1653,2328
1,1,2,1,1,0,0,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
2,2,3,1,1,1,0,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
3,3,4,1,1,1,1,0,144,1905,31,328,-1,,0.02412280701754386,0.8887457044673539,,,175,2233
4,4,5,1,1,1,1,1,144,2179,30,54,96,EP,0.024047186932849365,0.947594501718213,,,174,2233
5,5,5,1,1,1,1,2,144,2142,31,21,94,3,0.02412280701754386,0.9246134020618557,,,175,2163
6,6,5,1,1,1,1,3,144,2055,31,71,94,402,0.02412280701754386,0.8979810996563574,,,175,2126
7,7,5,1,1,1,1,4,144,1968,31,71,90,306,0.02412280701754386,0.8606099656357389,,,175,2039
8,8,5,1,1,1,1,5,144,1905,30,50,90,A1,0.024047186932849365,0.8290378006872853,,,174,1955
9,9,2,1,2,0,0,0,429,153,88,28,-1,,0.07153660012099214,0.07173539518900343,,,517,181
10,10,3,1,2,1,0,0,429,153,88,28,-1,,0.07153660012099214,0.07173539518900343,,,517,181
11,11,4,1,2,1,1,0,429,153,88,16,-1,,0.07153660012099214,0.06915807560137457,,,517,169
12,12,5,1,2,1,1,1,429,153,88,16,84,Europaisches,0.07153660012099214,0.06915807560137457,,,517,169
13,13,4,1,2,1,2,0,429,170,71,11,-1,,0.07025105868118572,0.07538659793814433,,,500,181
14,14,5,1,2,1,2,1,429,170,71,11,96,Patentamt,0.07025105868118572,0.07538659793814433,,,500,181
15,15,2,1,3,0,0,0,429,196,89,28,-1,,0.07161222020568662,0.09020618556701031,,,518,224
16,16,3,1,3,1,0,0,429,196,89,28,-1,,0.07161222020568662,0.09020618556701031,,,518,224
17,17,4,1,3,1,1,0,429,196,63,15,-1,,0.06964609800362977,0.08741408934707903,,,492,211
18,18,5,1,3,1,1,1,429,196,63,15,95,European,0.06964609800362977,0.08741408934707903,,,492,211
19,19,4,1,3,1,2,0,429,212,89,12,-1,,0.07161222020568662,0.0936426116838488,,,518,224
20,20,5,1,3,1,2,1,429,213,43,11,96,Patent,0.06813369630973987,0.0938573883161512,,,472,224
21,21,5,1,3,1,2,2,478,212,40,12,90,Office,0.07531760435571688,0.0936426116838488,,,518,224
22,22,2,1,4,0,0,0,429,239,109,28,-1,,0.07312462189957653,0.10867697594501718,,,538,267
23,23,3,1,4,1,0,0,429,239,109,28,-1,,0.07312462189957653,0.10867697594501718,,,538,267
24,24,4,1,4,1,1,0,429,239,109,15,-1,,0.07312462189957653,0.10588487972508591,,,538,254
25,25,5,1,4,1,1,1,429,239,40,12,93,Office,0.06790683605565638,0.1052405498281787,,,469,251
26,26,5,1,4,1,1,2,474,239,64,15,93,européen,0.0765275257108288,0.10588487972508591,,,538,254
27,27,4,1,4,1,2,0,429,255,77,12,-1,,0.0707047791893527,0.11211340206185567,,,506,267
28,28,5,1,4,1,2,1,429,255,22,12,95,des,0.06654567453115548,0.11211340206185567,,,451,267
29,29,5,1,4,1,2,2,457,255,49,12,82,brevets,0.07282214156079855,0.11211340206185567,,,506,267
30,30,2,1,5,0,0,0,281,136,274,150,-1,,0.06321839080459771,0.09063573883161512,,,555,286
31,31,3,1,5,1,0,0,281,136,274,150,-1,,0.06321839080459771,0.09063573883161512,,,555,286
32,32,4,1,5,1,1,0,281,136,274,150,-1,,0.06321839080459771,0.09063573883161512,,,555,286
33,33,5,1,5,1,1,1,281,136,274,150,95, ,0.06321839080459771,0.09063573883161512,,,555,286
34,34,2,1,6,0,0,0,225,324,45,26,-1,,0.037431941923774956,0.14475945017182132,,,270,350
35,35,3,1,6,1,0,0,225,324,45,26,-1,,0.037431941923774956,0.14475945017182132,,,270,350
36,36,4,1,6,1,1,0,225,324,45,26,-1,,0.037431941923774956,0.14475945017182132,,,270,350
37,37,5,1,6,1,1,1,225,324,45,26,96,(12),0.037431941923774956,0.14475945017182132,,,270,350
38,38,2,1,7,0,0,0,225,395,378,53,-1,,0.06261343012704174,0.18105670103092783,,,603,448
39,39,3,1,7,1,0,0,225,395,378,53,-1,,0.06261343012704174,0.18105670103092783,,,603,448
40,40,4,1,7,1,1,0,225,395,262,26,-1,,0.05384150030248034,0.17525773195876287,,,487,421
41,41,5,1,7,1,1,1,225,395,45,26,95,(43),0.037431941923774956,0.17525773195876287,,,270,421
42,42,5,1,7,1,1,2,286,397,48,18,95,Date,0.04688445251058681,0.17439862542955326,,,334,415
43,43,5,1,7,1,1,3,342,397,20,18,96,of,0.05323653962492438,0.17439862542955326,,,362,415
44,44,5,1,7,1,1,4,370,397,117,23,96,publication:,0.0648064125831821,0.17547250859106528,,,487,420
